word,corpus_freq,cooc_with_core,p_w,p_w_given_core,pmi,lift
ニイガタ,4250,1180,0.013172412938098958,0.017060405401497846,0.258635591346354,1.295161750673146
辛口,29646,8198,0.09188455387361923,0.11852644362837232,0.2546031487955839,1.2899496012289198
晩酌,2283,625,0.007075910291218805,0.009036231674522164,0.24454613901171213,1.2770415823015897
投稿,2353,643,0.007292867680787493,0.009296475146748402,0.24273847131536302,1.2747352007001664
最高,8318,2272,0.025780736663319325,0.03284850938322297,0.24227879534329108,1.274149370214065
ホッカイドウ,1611,432,0.004993119351359393,0.00624584333342972,0.2238553408722421,1.2508900536754182
安い,2605,698,0.008073914283234772,0.010091663534106354,0.2230712843800115,1.2499096695962422
スパ,3945,1057,0.012227098597835386,0.015282075007951883,0.2230258883953689,1.2498529300039611
純米,136744,36513,0.4238231611311538,0.5279038834109244,0.21959793271166878,1.2455758246009647
久しい,6501,1734,0.020149142708372075,0.025070121157794292,0.21851500294112455,1.2442276835618185
貯蔵,2380,633,0.007376551245335416,0.009151895439956047,0.2156547912837619,1.2406740135836887
地元,4559,1207,0.014130124843480741,0.017450770609837202,0.2110747766891962,1.2350047011713785
雄町,13288,3503,0.04118471132269622,0.050646271289361826,0.20679850770946215,1.2297347647414854
チヨ,2970,771,0.009205192100271507,0.011147095393690541,0.19141127757169016,1.2109573892935659
アル添,2797,722,0.00866899740890889,0.010438654830408003,0.18576258149597244,1.2041363421888307
新酒,5638,1453,0.017474368034118098,0.02100743139692913,0.18414112770133126,1.2021854727972334
絞り,3892,995,0.012062830860019092,0.014385680825839285,0.17610442965780312,1.1925625910514106
中取り,2934,748,0.009093614014207609,0.010814562068068126,0.17332115507665627,1.1892479767858801
吟醸,96255,24473,0.2983319076133447,0.3538299164329295,0.17060968497538245,1.1860277342224934
タカ,1743,439,0.005402239000260349,0.006347049128184368,0.16117650336025652,1.1748923229569233
搾り立て,6740,1697,0.02088989722418517,0.02453517624266258,0.16084219713297968,1.1744996147830304
旅行,1931,479,0.005984924560816255,0.0069253679553537865,0.145947450787507,1.1571353799001385
スパークリング,2625,636,0.008135902108825827,0.009195269351993754,0.12240252411950406,1.1302089465922562
磨き,2443,589,0.007571812895947236,0.008515744730069687,0.1174842481989522,1.1246639143219828
地酒,3941,949,0.012214701032717174,0.013720614174594454,0.1162591572200303,1.1232869423364256
居酒屋,2540,611,0.007872453850063847,0.008833820085012867,0.11521773496411916,1.1221177352397211
記憶,2331,552,0.007224681072637334,0.007980799814937975,0.09953554304644421,1.1046577329433067
甘め,4550,1068,0.014102230321964766,0.015441112685423475,0.09070064338025029,1.0949411783023675
試飲,2809,659,0.008706190104263522,0.00952780267761617,0.09017984320336977,1.094371081209253
自慢,1491,349,0.0046211923978130695,0.005045831767053177,0.08790974324279498,1.0918895671690847
上手,1674,388,0.005188381001971213,0.00560969262354336,0.07807422437895892,1.081202907306167
未来,2336,534,0.007240178029035097,0.007720556342711737,0.06424063081718336,1.0663489643141635
安定,4295,951,0.01331188554567883,0.013749530115952925,0.032347363932140556,1.032876226945638
土産,2074,453,0.006428137513792291,0.006549460717693665,0.018697872498667445,1.0188737723237968
トウキョウ,3283,667,0.0101753015707715,0.009643466443050053,-0.05368273578086291,0.9477327404969361
黒竜,1373,267,0.004255464226825851,0.0038602781713558687,-0.09746461156261536,0.907134443058225
セット,2317,395,0.007181289594723596,0.005710898418298008,-0.22910262372614815,0.7952469181153831
飲み比べ,5648,912,0.017505361946913624,0.013185669259462742,-0.2833766532936405,0.7532360255931475
備忘,6780,966,0.021013872875367278,0.013966399676141456,-0.4085284109168172,0.664627589544098
